인덱스,자재코드,자재내역,플랜트,특별재고,저장위치,배치,기말수량,기말금액,단가,대분류,소분류,유효기한,남은일,유효기한구간,3평판
439,9302972,[단종][EA]디더블유이지에프크림리미티드70ml,1510,nan,5000.0,AHZ,26.0,81856.93129770993,3148.343511450382,기타,기타,2027-08-29,537.0,18개월 미만,717.0
440,9302972,[단종][EA]디더블유이지에프크림리미티드70ml,1510,nan,6080.0,AHZ,2725.0,8579236.06870229,3148.343511450382,기타,기타,2027-08-29,537.0,18개월 미만,717.0
441,9303069,[RX]포스트레이저리페어컨트롤이지에프(10ml*2ea)_리뉴얼,1510,nan,5000.0,AEZ,1123.0,6039669.000000001,5378.155832591274,포스트레이저,병의원,2027-05-15,431.0,18개월 미만,102.33333333333333
442,9303143,[EX]디더블유이지에프크림모이스트플러스50ML(JP),1510,nan,5000.0,ABZ,8.0,22040.0,2755.0,기타,기타,2027-03-14,369.0,18개월 미만,0.0
443,9303193,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea),1510,nan,6040.0,0000042745,5.0,30935.0,6187.0,원데이앰플,1ML,,,유효기한 없음,0.0
444,9303193,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea),1510,nan,6090.0,0000042745,2068.0,12794716.0,6187.0,원데이앰플,1ML,,,유효기한 없음,0.0
445,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,W,,BDY,114.0,143907.65928050052,1262.3478884254432,원데이앰플,1ML,,,유효기한 없음,1221.0
446,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,nan,6030.0,NLY,1813.0,2288636.7217153287,1262.3478884254432,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1221.0
447,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,nan,6040.0,NLY,25.0,31558.69721063608,1262.3478884254432,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1221.0
448,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,nan,6090.0,NLY,6.0,7574.087330552659,1262.3478884254432,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1221.0
449,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,nan,7030.0,NLY,2477.0,3126835.7196298228,1262.3478884254432,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1221.0
450,9303194,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml,1510,nan,7040.0,NLY,3237.0,4086220.11483316,1262.3478884254432,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1221.0
451,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,T,,CHA,1.0,2843.377750232414,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
452,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5000.0,BFA,10.0,28433.77750232414,2843.377750232414,기타,기타,2028-06-23,836.0,24개월 이상,3732.0
453,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5000.0,CHA,1141.0,3244294.0130151846,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
454,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5010.0,ELY,70.0,199036.442516269,2843.377750232414,기타,기타,2026-11-21,256.0,9개월 미만,3732.0
455,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5100.0,0,1.0,2843.377750232414,2843.377750232414,기타,기타,,,유효기한 없음,3732.0
456,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5100.0,CHA,2.0,5686.755500464828,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
457,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,5600.0,CHA,0.0,0.0,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
458,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6030.0,FLY,0.0,0.0,2843.377750232414,기타,기타,,,유효기한 없음,3732.0
459,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6040.0,CHA,0.0,0.0,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
460,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6040.0,ELY,1.0,2843.377750232414,2843.377750232414,기타,기타,2026-11-21,256.0,9개월 미만,3732.0
461,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6080.0,AHZ,41.0,116578.48775952899,2843.377750232414,기타,기타,2027-09-18,557.0,24개월 미만,3732.0
462,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6090.0,CHA,1065.0,3028197.3039975213,2843.377750232414,기타,기타,2028-08-04,878.0,24개월 이상,3732.0
463,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,6090.0,ELY,0.0,0.0,2843.377750232414,기타,기타,2026-11-21,256.0,9개월 미만,3732.0
464,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,7040.0,ABA,625.0,1777111.0938952588,2843.377750232414,기타,기타,2028-03-23,744.0,24개월 이상,3732.0
465,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,7040.0,BFA,177.0,503277.8617911373,2843.377750232414,기타,기타,2028-06-23,836.0,24개월 이상,3732.0
466,9303605,[EA]디더블유이지에프크림프레좀알엑스50ml,1510,nan,7060.0,ABA,93.0,264434.1307716145,2843.377750232414,기타,기타,2028-03-23,744.0,24개월 이상,3732.0
467,9303813,[단종][EX]디더블유이지에프더블시너지앰플50ml,1510,nan,6030.0,ABZ,2.0,5825.2,2912.6,포스트레이저,병의원,2027-03-13,368.0,18개월 미만,12.333333333333334
468,9303813,[단종][EX]디더블유이지에프더블시너지앰플50ml,1510,nan,7030.0,ABZ,3.0,8737.8,2912.6,포스트레이저,병의원,2027-03-13,368.0,18개월 미만,12.333333333333334
469,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,T,,N04F13G,10.0,36516.34194831014,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
470,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,T,,N04F13G,10.0,36516.34194831014,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
471,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
472,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
473,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
474,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
475,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
476,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,W,,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
477,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,T,,N04F13G,10.0,36516.34194831014,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
478,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,T,,N04F13G,5.0,18258.17097415507,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
479,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,nan,5000.0,N04F13G,222.0,810662.791252485,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
480,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,nan,5010.0,N04F13G,240.0,876392.2067594433,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
481,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,nan,5100.0,N04F13G,0.0,0.0,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
482,9304300,[단종][EA]디더블유이지에프링클아이크림스틱프리미엄8g,1510,nan,6080.0,N04F13G,6.0,21909.80516898608,3651.6341948310137,기타,기타,2027-06-03,450.0,18개월 미만,903.6666666666666
483,9304348,[단종][EA]디더블유이지에프크림링클컨트롤50ml,1510,nan,5000.0,DLY,177.0,553814.0,3128.892655367232,기타,기타,2027-01-22,318.0,12개월 미만,0.0
484,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,W,,AKZ,87.0,526580.1290322581,6052.645161290323,기타,기타,2027-10-02,571.0,24개월 미만,1069.0
485,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,5000.0,AKZ,3.0,18157.93548387097,6052.645161290323,기타,기타,2027-10-02,571.0,24개월 미만,1069.0
486,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,5010.0,AKZ,126.0,762633.2903225807,6052.645161290323,기타,기타,2027-10-02,571.0,24개월 미만,1069.0
487,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,5600.0,AKZ,0.0,0.0,6052.645161290323,기타,기타,2027-10-02,571.0,24개월 미만,1069.0
488,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,6030.0,DLY,24.0,145263.48387096776,6052.645161290323,기타,기타,2026-11-15,250.0,9개월 미만,1069.0
489,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,6080.0,AKZ,77.0,466053.67741935485,6052.645161290323,기타,기타,2027-10-02,571.0,24개월 미만,1069.0
490,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,7030.0,DLY,60.0,363158.7096774194,6052.645161290323,기타,기타,2026-11-15,250.0,9개월 미만,1069.0
491,9304907,[EA]디더블유이지에프콜라겐실크림앰플55g,1510,nan,7040.0,DLY,26.0,157368.7741935484,6052.645161290323,기타,기타,2026-11-15,250.0,9개월 미만,1069.0
492,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,5000.0,H13F01,709.0,3025935.581467754,4267.892216456635,기타,기타,2027-02-12,339.0,12개월 미만,859.0
493,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,5000.0,H27F01,10126.0,43216676.583839886,4267.892216456635,기타,기타,2027-02-26,353.0,12개월 미만,859.0
494,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,6010.0,J16E01,0.0,0.0,4267.892216456635,기타,기타,,,유효기한 없음,859.0
495,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,6030.0,H13F01,0.0,0.0,4267.892216456635,기타,기타,2027-02-12,339.0,12개월 미만,859.0
496,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,7030.0,H13F01,142.0,606040.6947368422,4267.892216456635,기타,기타,2027-02-12,339.0,12개월 미만,859.0
497,9305080,[EA]디더블유이지에프더마톡스니들샷(40mg*2ea),1510,nan,7040.0,H13F01,2513.0,10725213.139955522,4267.892216456635,기타,기타,2027-02-12,339.0,12개월 미만,859.0
498,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5000.0,LJY,0.0,0.0,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
499,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5000.0,NGZ,67.0,370459.4488011988,5529.245504495504,원데이앰플,1ML,2027-07-24,501.0,18개월 미만,1915.6666666666667
500,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5000.0,NLY,73.0,403634.9218281718,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
501,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5010.0,NLY,377.0,2084525.5551948051,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
502,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5100.0,0,0.0,0.0,5529.245504495504,원데이앰플,1ML,,,유효기한 없음,1915.6666666666667
503,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,5100.0,LJY,1.0,5529.245504495504,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
504,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,6030.0,KJY,5492.0,30366616.310689308,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
505,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,6030.0,NLY,3758.0,20778904.605894104,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
506,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,6080.0,JJY,189.0,1045027.4003496503,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
507,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,6090.0,LJY,1009.0,5579008.714035964,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
508,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,6090.0,NLY,1.0,5529.245504495504,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
509,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,7030.0,JJY,854.0,4721975.660839161,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
510,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,7030.0,NLY,123.0,680097.197052947,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
511,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,7040.0,KJY,67.0,370459.4488011988,5529.245504495504,원데이앰플,1ML,2026-09-13,187.0,7개월 미만,1915.6666666666667
512,9305530,[EA]디더블유이지에프멜라토닝원데이앰플(1ml*7ea)_ver2,1510,nan,7060.0,NLY,1.0,5529.245504495504,5529.245504495504,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,1915.6666666666667
513,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,W,,BDY,100.0,93648.85240799813,936.4885240799813,원데이앰플,1ML,,,유효기한 없음,846.6666666666666
514,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,W,,NLY,540.0,505703.8030031899,936.4885240799813,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,846.6666666666666
515,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,nan,5000.0,NLY,12212.0,11436397.856064731,936.4885240799813,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,846.6666666666666
516,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,nan,5100.0,NLY,0.0,0.0,936.4885240799813,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,846.6666666666666
517,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,nan,5400.0,NLY,1.0,936.4885240799813,936.4885240799813,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,846.6666666666666
518,9305535,[단종][EA]디더블유이지에프멜라토닝원데이앰플1ml_단상자포장없음,1510,nan,5600.0,NLY,0.0,0.0,936.4885240799813,원데이앰플,1ML,2026-11-19,254.0,9개월 미만,846.6666666666666
519,9305554,[EA]베리어리페어크림105ml,1510,W,,KEA,60.0,266664.73535952554,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
520,9305554,[EA]베리어리페어크림105ml,1510,W,,LEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
521,9305554,[EA]베리어리페어크림105ml,1510,W,,MEA,180.0,799994.2060785766,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
522,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,GCA,1.0,4444.4122559920925,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
523,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,HCA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
524,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,JCA,2.0,8888.824511984185,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
525,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,KEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
526,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,LEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
527,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,MEA,226.0,1004437.1698542129,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
528,9305554,[EA]베리어리페어크림105ml,1510,nan,5000.0,NEA,1680.0,7466612.590066715,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
529,9305554,[EA]베리어리페어크림105ml,1510,nan,5010.0,MEA,90.0,399997.1030392883,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
530,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,0,0.0,0.0,4444.4122559920925,베리어,베리어,,,유효기한 없음,5207.666666666667
531,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,HCA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
532,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,JCA,1.0,4444.4122559920925,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
533,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,KEA,8.0,35555.29804793674,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
534,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,LEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
535,9305554,[EA]베리어리페어크림105ml,1510,nan,5100.0,MEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
536,9305554,[EA]베리어리페어크림105ml,1510,nan,5200.0,LEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
537,9305554,[EA]베리어리페어크림105ml,1510,nan,5300.0,GCA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
538,9305554,[EA]베리어리페어크림105ml,1510,nan,5300.0,HCA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
539,9305554,[EA]베리어리페어크림105ml,1510,nan,5600.0,MEA,0.0,0.0,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
540,9305554,[EA]베리어리페어크림105ml,1510,nan,6040.0,TLY,39.0,173332.07798369162,4444.4122559920925,베리어,베리어,2027-01-24,320.0,12개월 미만,5207.666666666667
541,9305554,[EA]베리어리페어크림105ml,1510,nan,6080.0,HCA,38.0,168887.66572769952,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
542,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,BAA,1795.0,7977719.999505806,4444.4122559920925,베리어,베리어,2028-02-02,694.0,24개월 미만,5207.666666666667
543,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,JCA,4588.0,20390963.43049172,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
544,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,KEA,4929.0,21906508.009785023,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
545,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,LEA,1440.0,6399953.648628613,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
546,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,MEA,2235.0,9933261.392142328,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
547,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,NEA,1789.0,7951053.525969854,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
548,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,TLY,321.0,1426656.3341734617,4444.4122559920925,베리어,베리어,2027-01-24,320.0,12개월 미만,5207.666666666667
549,9305554,[EA]베리어리페어크림105ml,1510,nan,6090.0,ULY,638.0,2835535.019322955,4444.4122559920925,베리어,베리어,2027-02-28,355.0,12개월 미만,5207.666666666667
550,9305554,[EA]베리어리페어크림105ml,1510,nan,7030.0,OLY,47.0,208887.37603162834,4444.4122559920925,베리어,베리어,2027-01-24,320.0,12개월 미만,5207.666666666667
551,9305554,[EA]베리어리페어크림105ml,1510,nan,7040.0,OLY,38.0,168887.66572769952,4444.4122559920925,베리어,베리어,2027-01-24,320.0,12개월 미만,5207.666666666667
552,9305554,[EA]베리어리페어크림105ml,1510,nan,7040.0,SLY,35.0,155554.42895972324,4444.4122559920925,베리어,베리어,2027-01-24,320.0,12개월 미만,5207.666666666667
553,9305554,[EA]베리어리페어크림105ml,1510,nan,7060.0,HCA,55.0,244442.6740795651,4444.4122559920925,베리어,베리어,2028-06-03,816.0,24개월 이상,5207.666666666667
554,9305555,[EA]멜라토닝크림105ml,1510,W,,BEY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
555,9305555,[EA]멜라토닝크림105ml,1510,W,,BEY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
556,9305555,[EA]멜라토닝크림105ml,1510,W,,BGZ,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2027-08-29,537.0,18개월 미만,2187.6666666666665
557,9305555,[EA]멜라토닝크림105ml,1510,W,,FJY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
558,9305555,[EA]멜라토닝크림105ml,1510,W,,FJY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
559,9305555,[EA]멜라토닝크림105ml,1510,W,,FJY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
560,9305555,[EA]멜라토닝크림105ml,1510,W,,JLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
561,9305555,[EA]멜라토닝크림105ml,1510,W,,JLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
562,9305555,[EA]멜라토닝크림105ml,1510,W,,JLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
563,9305555,[EA]멜라토닝크림105ml,1510,W,,KLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
564,9305555,[EA]멜라토닝크림105ml,1510,W,,LLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
565,9305555,[EA]멜라토닝크림105ml,1510,W,,LLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
566,9305555,[EA]멜라토닝크림105ml,1510,W,,MLY,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
567,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,AGZ,43.0,180978.87506025258,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
568,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,BGZ,2479.0,10433642.587775957,4208.811047912851,멜라(기타),멜라(기타),2027-08-29,537.0,18개월 미만,2187.6666666666665
569,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,CHZ,1577.0,6637295.022558566,4208.811047912851,멜라(기타),멜라(기타),2027-10-10,579.0,24개월 미만,2187.6666666666665
570,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,DHZ,1600.0,6734097.676660561,4208.811047912851,멜라(기타),멜라(기타),2027-10-10,579.0,24개월 미만,2187.6666666666665
571,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,JLY,1819.0,7655827.2961534755,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
572,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,LLY,175.0,736541.9333847489,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
573,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,NLY,1393.0,5862873.789742601,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
574,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,PLY,2178.0,9166790.462354189,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
575,9305555,[EA]멜라토닝크림105ml,1510,nan,5000.0,QLY,2819.0,11864638.344066327,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
576,9305555,[EA]멜라토닝크림105ml,1510,nan,5010.0,RLY,200.0,841762.2095825701,4208.811047912851,멜라(기타),멜라(기타),2027-01-21,317.0,12개월 미만,2187.6666666666665
577,9305555,[EA]멜라토닝크림105ml,1510,nan,5100.0,0,0.0,0.0,4208.811047912851,멜라(기타),멜라(기타),,,유효기한 없음,2187.6666666666665
578,9305555,[EA]멜라토닝크림105ml,1510,nan,5100.0,JLY,1.0,4208.811047912851,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
579,9305555,[EA]멜라토닝크림105ml,1510,nan,5400.0,JLY,2.0,8417.622095825702,4208.811047912851,멜라(기타),멜라(기타),2026-11-09,244.0,9개월 미만,2187.6666666666665
580,9305555,[EA]멜라토닝크림105ml,1510,nan,6030.0,BGY,67.0,281990.340210161,4208.811047912851,멜라(기타),멜라(기타),2026-10-01,205.0,7개월 미만,2187.6666666666665
